============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 3300000.E-02 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Skin_Human (W&W type 1)
  Layer # 4 -  0 % of Na
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   7.4795E+07 -1.2432E+06  1.8112E+06
0000002   7.3153E+07  1.8305E+05  2.7172E+06
0000003   7.5175E+07  7.7514E+04  2.5729E+05
0000004   7.7288E+07  2.9430E+05 -1.7923E+06
0000005   7.4225E+07  2.3951E+06  1.6142E+06
0000006   7.5495E+07 -1.4257E+06 -1.2002E+04
0000007   7.6806E+07  1.3419E+06  3.4960E+06
0000008   7.3559E+07 -5.6301E+05 -1.1827E+06
0000009   7.5763E+07 -1.1602E+06 -2.3409E+06
0000010   7.5375E+07 -1.0744E+06  4.4219E+04
0000011   7.7713E+07  7.0188E+05 -6.1514E+05
0000012   7.5238E+07 -9.6094E+05  1.3896E+05
0000013   7.3897E+07  1.8912E+05 -2.2743E+06
0000014   7.3053E+07 -3.8168E+06 -8.0114E+05
0000015   7.4246E+07 -1.3216E+06  2.1039E+06
0000016   7.8658E+07 -1.8541E+06  1.9616E+06
0000017   7.3974E+07 -5.8871E+04  7.1080E+05
0000018   7.7091E+07 -2.4549E+06 -1.4691E+06
0000019   7.6182E+07 -1.5146E+06  2.7188E+06
0000020   7.5214E+07 -3.0004E+06  4.1841E+05
0000021   7.4542E+07 -2.6758E+06 -4.1910E+06
0000022   7.2030E+07  1.6439E+06 -2.3313E+06
0000023   7.2675E+07  1.2065E+06  2.6306E+06
0000024   7.6452E+07  1.9005E+06  1.9412E+06
0000025   7.4332E+07 -1.5110E+06  8.1165E+05
0000026   7.4986E+07 -1.0991E+06 -2.3325E+05
0000027   7.4366E+07  1.2991E+05 -4.7814E+03
0000028   7.5924E+07  9.3621E+05 -8.8710E+05
0000029   7.6054E+07  2.0647E+06  2.1917E+06
0000030   7.4407E+07  2.8247E+06 -2.1533E+06
0000031   7.2324E+07  6.7496E+05 -1.8937E+06
0000032   7.5587E+07 -1.2545E+06 -1.9514E+06
0000033   7.5191E+07  3.1727E+05  9.1823E+05
0000034   7.5961E+07 -5.2272E+05 -3.8700E+04
0000035   7.4755E+07 -1.4039E+06  1.4344E+06
0000036   7.6319E+07 -9.1953E+05 -6.0231E+04
0000037   7.4255E+07  2.0161E+06 -2.1244E+06
0000038   7.4595E+07 -6.1665E+05 -5.3027E+05
0000039   7.4816E+07  1.3616E+06 -1.2435E+06
0000040   7.6013E+07 -2.1064E+06  1.9600E+05
0000041   7.5422E+07  4.5995E+05 -2.7309E+05
0000042   7.7729E+07  1.1831E+06  5.5798E+05
0000043   7.5739E+07 -2.1660E+06  2.3646E+06
0000044   7.4431E+07 -5.3580E+05 -7.1875E+04
0000045   7.4545E+07 -3.4639E+06 -2.7864E+05
0000046   7.6542E+07  2.6577E+06  4.2465E+05
0000047   7.9305E+07 -1.2176E+06 -3.3651E+06
0000048   7.4665E+07 -2.9704E+06 -3.4905E+06
0000049   7.4134E+07  2.2307E+06 -1.4678E+06
0000050   7.5295E+07  1.1836E+06 -1.9201E+06
0000051   7.3856E+07  6.6324E+05  3.5513E+05
0000052   7.4436E+07  7.3490E+05 -2.3392E+06
0000053   7.3127E+07  7.9707E+05  5.8246E+05
0000054   7.4757E+07 -2.5820E+06  8.2088E+05
0000055   7.6407E+07  6.0387E+05  3.3692E+06
0000056   7.8289E+07  3.0847E+06  1.1946E+06
0000057   7.6087E+07 -6.8498E+05 -3.2051E+05
0000058   7.5919E+07  3.2668E+06 -1.2860E+05
0000059   7.5803E+07  9.2489E+05 -9.4572E+05
0000060   7.5010E+07 -1.8308E+06  1.3159E+06
0000061   7.6463E+07 -1.6972E+06 -2.7284E+06
0000062   7.4521E+07 -7.4439E+05 -2.0533E+06
0000063   7.5880E+07  4.3069E+05  8.0846E+05
0000064   7.5559E+07  2.2635E+04  1.2807E+06
0000065   7.3049E+07 -1.2514E+06 -1.5661E+06
0000066   7.5068E+07 -2.1096E+06  1.5497E+06
0000067   7.6652E+07  1.5323E+06 -1.1161E+06
0000068   7.7578E+07  6.2743E+05  9.6724E+05
0000069   7.5371E+07  1.6568E+06 -1.5164E+06
0000070   7.4075E+07  4.6880E+06  1.9866E+06
0000071   7.3717E+07 -2.2300E+06  2.8170E+06
0000072   7.4670E+07  1.2555E+06 -6.2474E+05
0000073   7.4693E+07 -1.7228E+06 -3.7454E+06
0000074   7.4594E+07 -1.1166E+06  1.9677E+06
0000075   7.7806E+07  8.7133E+05 -4.3873E+05
0000076   7.3705E+07  2.7954E+06 -5.6621E+04
0000077   7.6079E+07  2.1352E+06  1.1653E+06
0000078   7.6471E+07 -3.3097E+06 -1.3304E+06
0000079   7.6657E+07  2.8485E+06  3.5844E+05
0000080   7.4424E+07 -7.6958E+04 -6.5883E+05
0000081   7.5944E+07  1.5506E+06  1.3919E+06
0000082   7.6220E+07  2.1340E+06 -1.8552E+06
0000083   7.6844E+07 -1.2316E+06 -2.0139E+06
0000084   7.5261E+07  3.5718E+04  6.0311E+05
0000085   7.6289E+07  2.8585E+05 -1.2290E+06
0000086   7.5097E+07  2.0105E+06  9.1962E+05
0000087   7.6504E+07 -1.9703E+06 -1.5891E+06
0000088   7.6594E+07 -4.1576E+05 -5.6754E+05
0000089   7.5211E+07  1.2522E+06  8.3361E+05
0000090   7.5673E+07  3.4526E+05 -1.0278E+06
0000091   7.3804E+07 -2.3177E+05 -1.7876E+06
0000092   7.5013E+07 -1.5005E+06 -3.0915E+05
0000093   7.3498E+07  3.4312E+06 -3.7587E+06
0000094   7.3585E+07 -9.2583E+05  2.6203E+06
0000095   7.3368E+07  7.7561E+05 -9.4481E+05
0000096   7.4997E+07 -1.5888E+06  1.5454E+06
0000097   7.5743E+07 -3.7369E+05 -3.3454E+05
0000098   7.5911E+07  3.6388E+06 -5.9798E+05
0000099   7.5526E+07 -4.5937E+04 -1.1162E+06
0000100   7.4462E+07  1.1134E+06  4.4441E+03
0000101   7.4813E+07  8.1819E+05 -1.7676E+05
0000102   7.2820E+07 -2.3401E+06 -2.2906E+06
0000103   7.4309E+07 -1.0930E+06  5.8515E+05
0000104   7.3601E+07  1.5688E+04  4.1193E+06
0000105   7.5915E+07 -3.9062E+04 -2.0380E+06
0000106   7.5385E+07 -2.9683E+04  3.0773E+06
0000107   7.5703E+07  2.3326E+06  8.8945E+05
0000108   7.6790E+07  6.6303E+05 -3.0675E+06
0000109   7.4108E+07  2.8853E+06 -7.3575E+05
0000110   7.6421E+07  1.0494E+06 -8.0901E+05
0000111   7.5392E+07  4.7053E+06  2.3868E+06
0000112   7.4759E+07  3.7984E+05  1.1611E+06
0000113   7.3386E+07 -1.5908E+06 -2.2297E+05
0000114   7.3432E+07  1.5562E+06 -1.2947E+06
0000115   7.5367E+07 -4.0970E+05 -2.6478E+06
0000116   7.5354E+07 -2.0556E+06  7.5118E+05
0000117   7.4443E+07 -3.9553E+05  1.0088E+06
0000118   7.5215E+07  6.1008E+05 -1.0743E+06
0000119   7.7535E+07  1.3049E+06 -2.5555E+06
0000120   7.6841E+07  7.2333E+05  1.2323E+06
0000121   7.6758E+07 -2.3988E+06 -1.1201E+06
0000122   7.5311E+07  6.7337E+05 -3.2060E+05
0000123   7.6356E+07  7.0811E+04 -2.2097E+06
0000124   7.5045E+07 -3.5318E+05 -3.7511E+05
0000125   7.6850E+07  3.0922E+04 -2.2943E+06
0000126   7.5142E+07 -7.6967E+05  2.8026E+06
0000127   7.5799E+07 -3.7880E+06  1.8388E+06
0000128   7.6803E+07 -2.0809E+06  2.6709E+05
0000129   7.4453E+07 -1.0201E+06  1.6944E+06
0000130   7.3616E+07  5.7421E+05 -2.6476E+05
0000131   7.4889E+07  1.4643E+06 -1.6761E+06
0000132   7.4213E+07 -1.1690E+06 -6.6700E+05
0000133   7.7467E+07 -6.6720E+05  2.6354E+06
0000134   7.6059E+07  1.0224E+05  3.0310E+05
0000135   7.6158E+07 -4.4849E+05  2.9105E+06
0000136   7.5494E+07 -2.4678E+05 -4.9379E+05
0000137   7.6325E+07 -8.5119E+05 -3.0021E+05
0000138   7.3924E+07  1.9301E+05 -2.4586E+06
0000139   7.4842E+07 -4.8070E+05 -5.3037E+05
0000140   7.7155E+07 -2.7365E+06 -3.1986E+06
0000141   7.5871E+07  1.4939E+06 -3.1592E+05
0000142   7.5755E+07  1.6511E+05 -5.4361E+05
0000143   7.5272E+07 -9.2852E+05 -1.5443E+06
0000144   7.5725E+07 -2.2837E+06  1.8678E+06
0000145   7.3025E+07 -3.7805E+05  2.2894E+06
0000146   7.3836E+07 -2.6046E+05  4.7991E+06
0000147   7.7116E+07 -1.5979E+06  1.5773E+06
0000148   7.4247E+07  1.0664E+06  5.2902E+05
0000149   7.6580E+07 -1.2817E+06  2.1389E+06
0000150   7.6865E+07  1.4143E+06  2.2981E+05
0000151   7.6016E+07 -1.9669E+06  1.6514E+05
0000152   7.3319E+07 -9.2039E+05 -2.0753E+06
0000153   7.6234E+07  5.1423E+05 -1.2837E+06
0000154   7.6708E+07  3.4727E+05  1.6758E+04
0000155   7.4402E+07 -2.1078E+05 -9.7346E+05
0000156   7.2928E+07  1.4704E+06  1.8472E+06
0000157   7.6434E+07 -7.5240E+05  6.5418E+05
0000158   7.5468E+07  3.0109E+06 -3.3288E+06
0000159   7.5556E+07 -2.5588E+05 -9.1404E+04
0000160   7.6693E+07 -1.5193E+06  1.0369E+06
0000161   7.4017E+07 -3.3808E+06 -1.0003E+06
0000162   7.4061E+07 -2.1429E+06 -8.8165E+05
0000163   7.4841E+07  7.5278E+05  1.6706E+05
0000164   7.6898E+07 -6.4069E+05 -1.6874E+06
0000165   7.5675E+07 -1.4019E+06 -2.3484E+05
0000166   7.3703E+07  1.5556E+06 -1.2927E+05
0000167   7.3616E+07  1.6654E+06 -2.2518E+06
0000168   7.4876E+07 -5.9506E+04 -3.4940E+06
0000169   7.4425E+07  1.3093E+06 -2.8121E+06
0000170   7.4727E+07  1.6065E+06  8.9895E+05
0000171   7.6671E+07  6.3583E+05 -1.1416E+06
0000172   7.5526E+07 -3.7703E+05  5.9184E+04
0000173   7.2729E+07  3.0165E+06  1.0410E+06
0000174   7.3958E+07 -1.2832E+06 -3.4911E+05
0000175   7.6643E+07 -3.7853E+06 -4.5155E+06
0000176   7.4359E+07 -1.6072E+06 -1.3888E+06
0000177   7.4286E+07 -1.1522E+06  2.5296E+06
0000178   7.5520E+07 -1.4009E+06 -6.4742E+06
0000179   7.5218E+07 -4.4000E+05 -1.0336E+06
0000180   7.5317E+07  2.2425E+06  2.2982E+06
0000181   7.3777E+07  1.2171E+05 -1.1501E+06
0000182   7.4443E+07  1.4524E+06  2.2859E+06
0000183   7.7682E+07 -2.3424E+04 -1.7053E+06
0000184   7.3243E+07 -5.0300E+04 -2.2215E+06
0000185   7.5597E+07 -2.6599E+06 -2.5464E+06
0000186   7.3897E+07 -1.9715E+06  9.0401E+05
0000187   7.3702E+07 -1.2756E+06  5.6875E+05
0000188   7.5844E+07 -1.5235E+06 -2.0842E+05
0000189   7.5247E+07 -3.9422E+05 -1.0708E+06
0000190   7.5512E+07 -5.1694E+05 -8.5825E+05
0000191   7.4735E+07  1.5241E+06  4.2292E+05
0000192   7.5302E+07  1.4784E+06 -1.1597E+06
0000193   7.5079E+07 -1.4001E+06 -1.5176E+06
0000194   7.4452E+07 -2.6985E+06 -6.0785E+05
0000195   7.4820E+07 -7.2623E+05 -1.6210E+06
0000196   7.6127E+07 -6.2284E+05 -2.1270E+06
0000197   7.4257E+07 -2.4082E+06  8.5781E+05
0000198   7.4631E+07  8.1527E+05 -5.0533E+05
0000199   7.7240E+07 -3.7855E+06  5.3190E+05
0000200   7.3892E+07 -1.6727E+06  3.6051E+06
0000201   7.5205E+07 -1.1617E+06  1.8217E+06
0000202   7.6064E+07  2.9969E+05  4.7177E+05
0000203   7.4974E+07  4.6844E+05 -4.9915E+05
0000204   7.2795E+07 -2.2914E+05  2.3484E+06
0000205   7.4441E+07 -1.3979E+06 -4.2547E+06
0000206   7.4564E+07 -8.0975E+04  6.4554E+05
0000207   7.3360E+07  4.4975E+05 -2.4173E+06
0000208   7.5357E+07  1.0581E+06  3.4176E+05
0000209   7.5042E+07  7.8989E+05  6.3110E+05
0000210   7.4265E+07  1.5960E+06  1.2875E+06
0000211   7.4622E+07 -1.8691E+05  5.0246E+05
0000212   7.7294E+07 -2.7413E+05  1.3274E+06
0000213   7.3842E+07  1.0598E+05 -1.1663E+06
0000214   7.3984E+07  8.0829E+05  5.0545E+06
0000215   7.6704E+07 -2.7623E+05  1.9109E+06
0000216   7.5338E+07 -3.6066E+05 -1.1667E+06
0000217   7.5888E+07  1.6685E+05 -2.4646E+06
0000218   7.6407E+07 -1.4846E+06  1.7438E+06
0000219   7.5037E+07  3.1878E+06  1.7020E+06
0000220   7.3064E+07 -2.9544E+06 -2.3347E+06
0000221   7.4117E+07  7.1152E+04 -8.9729E+04
0000222   7.6265E+07 -1.3060E+06 -3.9145E+06
0000223   7.6591E+07 -1.1053E+06 -4.3305E+05
0000224   7.5263E+07 -7.0497E+04 -1.9211E+06
0000225   7.5676E+07  1.5250E+06 -6.0780E+05
0000226   7.3755E+07  1.2873E+06  1.4578E+06
0000227   7.5088E+07  4.0017E+05  2.5475E+05
0000228   7.6586E+07 -2.5984E+06 -1.7429E+05
0000229   7.4572E+07 -1.8451E+06 -8.1928E+05
0000230   7.5173E+07 -4.9022E+06  2.8906E+06
0000231   7.5393E+07 -1.1398E+06  4.4010E+05
0000232   7.6655E+07 -7.2885E+05 -8.9070E+05
0000233   7.3900E+07 -1.6683E+06 -1.7647E+06
0000234   7.4985E+07  2.9276E+06  4.5919E+05
0000235   7.3241E+07 -3.7798E+05  2.6815E+06
0000236   7.4957E+07 -3.3753E+05 -5.7233E+05
0000237   7.5084E+07 -1.8343E+05  1.3086E+06
0000238   7.3269E+07  7.7426E+04 -6.5266E+04
0000239   7.5344E+07  9.4517E+05 -1.5969E+06
0000240   7.3631E+07  1.0523E+06 -7.4413E+05
0000241   7.3499E+07 -7.6137E+05 -1.1168E+06
0000242   7.4652E+07  1.0410E+06 -1.5602E+06
0000243   7.4504E+07  1.3223E+06 -4.7830E+06
0000244   7.4550E+07  4.4797E+06  4.2676E+05
0000245   7.3582E+07 -2.8882E+06  5.2254E+05
0000246   7.4686E+07  7.2363E+05 -6.8401E+05
0000247   7.4043E+07 -4.9281E+05 -2.1896E+06
0000248   7.3837E+07  2.8428E+06  6.3120E+04
0000249   7.5209E+07  2.4272E+05  3.4056E+06
0000250   7.4384E+07 -9.5274E+05  3.2646E+06
0000251   7.5366E+07 -1.7106E+06 -1.0824E+06
0000252   7.6368E+07  1.4435E+06  1.1161E+06
0000253   7.3298E+07 -2.9301E+06  1.9029E+06
0000254   7.2251E+07  1.6877E+05 -1.9228E+05
0000255   7.4011E+07  3.7242E+06 -3.3245E+06
0000256   7.3053E+07  6.4767E+05 -6.1395E+04
0000257   7.3939E+07  1.0076E+06 -3.5748E+05
0000258   7.5450E+07  1.8003E+06 -8.2416E+05
0000259   7.4726E+07 -9.2715E+03  5.6199E+05
0000260   7.3594E+07  1.4344E+05  2.1719E+06
0000261   7.4724E+07 -1.0707E+06  2.3606E+05
0000262   7.4158E+07  9.3664E+05 -2.7290E+06
0000263   7.4637E+07 -6.5759E+04  1.1908E+06
0000264   7.5199E+07 -1.1301E+05  6.6017E+05
0000265   7.3775E+07 -2.2072E+06  1.4376E+06
0000266   7.5367E+07 -2.8154E+04 -2.0433E+04
0000267   7.4836E+07  4.6795E+05  5.9999E+05
0000268   7.4130E+07  3.6266E+05  1.4987E+06
0000269   7.5059E+07 -3.4720E+06  3.5842E+06
0000270   7.4502E+07  5.0627E+05 -1.1104E+06
0000271   7.5686E+07 -1.2433E+06  2.5014E+06
0000272   7.3437E+07  2.1693E+06 -5.0435E+05
0000273   7.4420E+07 -2.0765E+06  6.1318E+04
0000274   7.7759E+07  3.1303E+04 -6.1625E+05
0000275   7.5046E+07  2.8249E+05 -1.1301E+06
0000276   7.6026E+07 -2.4768E+05  2.0549E+06
0000277   7.4419E+07  5.0761E+05 -8.3257E+05
0000278   7.2547E+07  7.2834E+05 -1.8339E+06
0000279   7.2699E+07 -7.7577E+05 -2.3972E+06
0000280   7.6196E+07  1.5826E+06 -1.0070E+06
0000281   7.4453E+07 -2.6545E+06 -3.8539E+06
0000282   7.6648E+07 -1.5412E+06  4.9013E+05
0000283   7.4956E+07  1.8846E+06 -2.4395E+06
0000284   7.4668E+07 -8.1126E+05 -9.9246E+05
0000285   7.5743E+07 -1.4709E+06 -2.7077E+06
0000286   7.6338E+07 -2.8837E+06 -2.9051E+05
0000287   7.6955E+07  1.6930E+06 -4.0808E+05
0000288   7.4331E+07  6.8282E+04  1.2895E+06
0000289   7.6791E+07 -3.0246E+05 -1.4351E+06
0000290   7.4959E+07  2.4196E+06  2.8085E+05
0000291   7.5837E+07 -2.0580E+06  2.6390E+06
0000292   7.4412E+07 -4.7569E+05  2.7256E+06
0000293   7.4852E+07  8.6165E+05  1.6048E+06
0000294   7.4304E+07 -1.9090E+05 -2.1747E+06
0000295   7.5880E+07  4.4544E+05  8.8182E+05
0000296   7.3669E+07 -1.2917E+06 -1.5118E+06
0000297   7.4963E+07  1.9459E+06 -2.6561E+05
0000298   7.6519E+07 -5.4176E+05  2.8804E+05
0000299   7.3842E+07 -2.1286E+06 -4.0808E+06
0000300   7.5006E+07 -8.2313E+05 -1.2192E+06
0000301   7.4059E+07  5.7552E+05  2.5276E+05
0000302   7.2192E+07  4.7738E+05  5.2163E+05
0000303   7.3161E+07  3.9660E+06 -1.0276E+06
0000304   7.5301E+07 -1.1730E+06 -1.4722E+06
0000305   7.4931E+07  2.2625E+06 -7.7127E+05
0000306   7.5259E+07 -6.4437E+06  3.8504E+06
0000307   7.6681E+07 -1.6218E+06 -1.3787E+06
0000308   7.6373E+07 -4.1077E+05 -2.1947E+06
0000309   7.4120E+07 -9.9203E+05  3.2753E+05
0000310   7.4868E+07 -1.1183E+06  1.9503E+06
0000311   7.4321E+07  9.4163E+05  1.2768E+06
0000312   7.4944E+07 -1.9233E+06  1.1237E+06
0000313   7.6428E+07 -7.1873E+04 -1.2500E+06
0000314   7.7047E+07  2.4661E+06  3.3415E+06
0000315   7.4442E+07 -3.3693E+05  2.2874E+06
0000316   7.7205E+07 -9.2849E+05  1.8097E+06
0000317   7.5278E+07  1.0650E+06  2.6346E+06
0000318   7.6141E+07 -1.2687E+06  1.7220E+06
0000319   7.4119E+07 -2.0211E+06 -1.9638E+06
0000320   7.7971E+07  6.4762E+05 -5.5894E+05
0000321   7.4539E+07  2.0768E+06 -2.5222E+06
0000322   7.4975E+07  5.1227E+05 -4.0460E+05
0000323   7.3001E+07  2.4107E+06  3.0411E+05
0000324   7.3640E+07  3.7306E+05  1.7308E+06
0000325   7.6313E+07 -8.8503E+05  1.2405E+05
0000326   7.4204E+07 -1.2407E+06 -8.9592E+05
0000327   7.3065E+07  9.4737E+05  3.3073E+06
0000328   7.4841E+07 -2.2982E+06  3.9013E+06
0000329   7.5248E+07 -1.5315E+06 -1.1028E+06
0000330   7.6373E+07 -9.7176E+06  7.1686E+06
0000331   7.3901E+07 -5.1041E+05  1.3299E+03
0000332   7.5582E+07  5.5862E+05 -3.3159E+05
0000333   7.3923E+07 -1.4959E+06  1.6752E+06
0000334   7.5570E+07 -2.8798E+06  8.5794E+05
0000335   7.5164E+07 -7.3855E+04 -2.3888E+06
0000336   7.3547E+07 -7.5034E+05  1.2874E+06
0000337   7.3937E+07 -4.6061E+06 -2.1077E+06
0000338   7.7736E+07 -3.1914E+05  1.6619E+05
0000339   7.5998E+07 -1.9417E+06 -3.8878E+04
0000340   7.8563E+07 -8.1430E+05 -1.6310E+06
0000341   7.6608E+07 -5.9831E+05 -1.7181E+06
0000342   7.5669E+07 -2.8764E+06  5.2469E+05
0000343   7.4330E+07  5.6931E+05  1.0975E+06
0000344   7.5431E+07  6.4498E+05  3.6014E+05
0000345   7.4527E+07 -1.3677E+06 -1.4797E+06
0000346   7.6114E+07  1.8039E+06 -1.2935E+06
0000347   7.3162E+07 -1.0539E+06 -2.3687E+06
0000348   7.4761E+07 -4.3425E+06  2.2642E+06
0000349   7.6578E+07 -1.6198E+05  1.6268E+05
0000350   7.3827E+07  2.8041E+05 -1.5513E+05
0000351   7.6526E+07  1.4527E+06 -4.1809E+06
0000352   7.3301E+07  1.8309E+06  3.3008E+05
0000353   7.5909E+07 -1.5573E+06 -8.5434E+05
0000354   7.4221E+07 -2.0100E+06  5.0911E+05
0000355   7.4210E+07 -1.1220E+06 -4.0556E+06
0000356   7.6360E+07  1.2616E+06  1.8256E+06
0000357   7.3911E+07 -1.0505E+06  6.1168E+05
0000358   7.4235E+07  1.6097E+06  9.7478E+05
0000359   7.4611E+07 -4.6379E+05  3.4511E+06
0000360   7.5938E+07  1.4039E+06 -2.8315E+06
0000361   7.5237E+07  1.6794E+06 -2.1205E+06
0000362   7.3887E+07 -6.1217E+05 -1.0590E+06
0000363   7.4779E+07  5.8396E+05  1.1617E+06
0000364   7.6160E+07  1.2417E+06  4.8991E+05
0000365   7.5324E+07  8.1363E+05  1.1307E+06
0000366   7.3138E+07 -1.9036E+05  2.2668E+06
0000367   7.6505E+07 -9.8016E+05 -7.2658E+05
0000368   7.4002E+07 -1.1166E+06 -1.0160E+06
0000369   7.6438E+07  2.1000E+06 -5.7681E+05
0000370   7.5941E+07 -2.1443E+06 -3.9086E+06
0000371   7.6669E+07  1.8012E+05  3.2819E+06
0000372   7.3587E+07  9.8480E+05  1.8748E+06
0000373   7.6351E+07 -5.1108E+05  2.3115E+05
0000374   7.1093E+07  5.7275E+06 -5.5025E+06
0000375   7.4343E+07  1.8380E+06  7.9312E+05
0000376   7.3662E+07  9.3437E+05  1.8077E+06
0000377   7.6875E+07  1.8453E+06  1.7349E+05
0000378   7.5455E+07 -2.0181E+06  1.3240E+06
0000379   7.5986E+07 -3.2352E+06 -1.6525E+06
